,Unnamed: 0,KOI,feh_x,feh_errm,feh_errp,logg_x,logg_errm,logg_errp,period,period_errm,period_errp,teff_x,teff_errm,teff_errp,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,kepid,solution_id,designation,source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff_y,teff_err1,teff_err2,teff_prov,logg_y,logg_err1,logg_err2,logg_prov,feh_y,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,KIC,Teff,log(g),Prot,e_Prot,Rvar,LPH,w,D,N,C,G,T,F,R,M1,M2,Simbad,_RA,_DE,abs_G,G_err,bp_err,rp_err,parallax_err,ebv,Av,Av_errp,Av_errm,Av_std,bp_dered,rp_dered,bprp_dered,G_dered
2,2,3,0.26,-0.08,0.08,4.021,-0.011,0.011,28.159582321209484,1.002069559236169,1.0273741369884006,6350.0,-80.0,80.0,K00003,10748390,K00003.01,Kepler-3 b,CONFIRMED,4.887802706,1.7699999999999998e-07,-1.7699999999999998e-07,2454957.813,2.7899999999999997e-05,-2.7899999999999997e-05,0.026000000000000002,0.0486,-0.026000000000000002,2.36386,0.0011300000000000001,-0.0011300000000000001,,,,4342.1,2.2,-2.2,0.057989,4.9e-05,-3.3e-05,3.7000800000000003,0.01139,-0.029110000000000004,4.84,0.19,-0.14,0.053,,,801.0,,,97.1,16.17,-12.29,16.7184,0.0515,-0.0515,2375.8579999999997,2207.8,1,,4777.0,93.0,-91.0,4.59,0.011000000000000001,-0.040999999999999995,0.32,0.1,-0.14,0.765,0.03,-0.022000000000000002,0.8290000000000001,0.024,-0.053,,,,stellar_q1_q16,9.174,7.608,7.131,7.0089999999999995,False,4864.3,60.0,-60.0,4.498,0.1,-0.1,0.327,0.04,-0.04,3.2,1.0,-1.0,4867.0,66.0,-65.0,4.541,0.039,-0.034,0.309,0.042,-0.043,0.807,0.033188847524399996,-0.031456312562,0.8270000000000001,0.029976183879900004,-0.026731472088200002,9.33254300797,4.26055466903,-5.521532768709999,9.97,0.163318437654,-0.38895988438199997,25.3,1.1,-1.1,5.111454547659999,0.410257385247,-0.410257385247,0.0529519567732,0.0008825623478239999,-0.0008825623478239999,116.907785516,20.0944107608,-20.0944107608,837.9621157939999,35.98175191,-35.98175191,10748390,1.6357214584097997e+18,b'Gaia DR2 2086512227851023872',2.086512227851024e+18,1678330809.0,2015.5,297.7101763266066,0.01927081492763982,48.081863524846966,0.024140741646162655,26.450778107978955,0.02344640470339365,1128.138,125.9842268323223,0.040610098868673,232.98805005244247,0.04498960464264824,0.17495078,0.19576348,-0.23303325,-0.07538367,0.3582167,-0.1294052,-0.41005865,-0.21427427,-0.061457388,0.09483874,240.0,240.0,232.0,8.0,3.4688964,308.40662,0.0,0.0,31.0,True,242.65764,1.5163380320163566,0.0065171013912732265,0.1213047,27.0,16.0,0.0368158,0.0,31.0,False,263.0,4120542.20017768,1111.2149785716517,3708.1414,9.15098,30.0,1750080.1532818095,2662.417114943288,657.3276,9.743743,28.0,3301716.7073295056,5751.546665904131,574.0572,8.465071,1.2260029,0.0,1.2786722,0.59276295,0.6859093,-63.236265790360974,0.2601353908605839,6.0,4750.0,4.5,0.25,b'NOT_AVAILABLE',81.83485856254528,10.77238961650633,321.5504366390078,66.63007562129214,100001.0,4757.267,4646.533,4911.4,0.3945,0.1776,0.5675,0.1635,0.0765,0.265,200111.0,0.7693955,0.7218619,0.80650413,0.2731644,0.27273408,0.2735947,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2086512227851023872',b' ',297.70935,48.080853,37.7647252960967,37.7310651854674,37.7984444500855,1352.99200677438,1.0,1.0,b'2MASS J19505021+4804508',9.174,4778.0,86.0,-95.0,b'SPE20',4.591,0.015,-0.036,b'TRA20',0.32,0.15,-0.15,b'SPE20',0.763,0.028,-0.028,0.83,0.02,-0.047,b'DSEP',2.0,1.0,1.0,7.608,7.131,7.009,b'conf',0.04374941594646461,10748390,4766,4.59,29.31,0.49,12246.0,0.607229,0.43192600000000003,0,1,0,0,0,0,0,0,0,Simbad,297.70935,48.08085,6.26317225717356,0.0003,0.002,0.002,0.03,0.0,0.0,0.0,0.0,0.05,9.743742942810059,8.465070724487305,1.278672218322754,9.150979995727539
8,11,41,0.27,-0.10099999999999999,0.10099999999999999,4.192,-0.019,0.019,25.77849180141245,1.0070854798716824,1.0099172266260452,5851.0,-75.0,75.0,K00041,6521045,K00041.01,Kepler-100 c,CONFIRMED,12.81588378,1.836e-05,-1.836e-05,2454955.9480000003,0.0011,-0.0011,0.5891,0.0307,-0.4634,6.3728,0.0413,-0.0413,,,,218.1,2.0,-2.0,0.014025999999999999,7.900000000000001e-05,-0.000601,0.2361,0.17779,-0.022430000000000002,2.28,0.06,-0.05,0.11,,,946.0,,,189.05,19.38,-17.88,12.7,4.8,-4.8,69.08899,110.3,3,,5825.0,75.0,-75.0,4.125,0.009000000000000001,-0.009000000000000001,0.02,0.10099999999999999,-0.10099999999999999,1.49,0.035,-0.035,1.08,0.063,-0.063,,,,stellar_q1_q16,11.197000000000001,10.081,9.804,9.767999999999999,False,5854.4,60.0,-60.0,4.073,0.1,-0.1,0.102,0.04,-0.04,2.7,1.0,-1.0,5857.0,63.0,-66.0,4.103,0.10400000000000001,-0.096,0.098,0.043,-0.042,1.55,0.241993801574,-0.20238824076499998,1.107,0.0888041643168,-0.054682534688900004,6.71428852926,1.29042535595,-1.5134153256099998,9.827,0.0763458134203,-0.11092373411699999,3.32,0.49,-0.45,2.3743738113,0.344681735195,-0.344681735195,0.110943998213,0.0024065370871799996,-0.0024065370871799996,205.741751267,61.0117266922,-61.0117266922,965.148486944,71.3523375746,-71.3523375746,6521045,1.6357214584097997e+18,b'Gaia DR2 2101733244046205568',2.1017332440462054e+18,643017449.0,2015.5,291.38612939263993,0.01566982869263179,41.99013944830084,0.018860868587934395,3.2536975819578595,0.018753130168645354,173.50157,19.907733766387448,0.034231450224206844,-28.527040129537873,0.03642800198217695,-0.022427889,0.023475103,-0.15232138,-0.009707913,0.10943604,-0.030849043,-0.34868297,-0.16961688,-0.060756333,-0.0052461405,277.0,277.0,269.0,8.0,10.349842,579.2556,0.0,0.0,31.0,True,435.6076,1.6114346734980376,0.004950328650627169,0.011740997,31.0,17.0,0.031355914,0.0,35.0,False,289.0,666208.4869388973,227.8871018164176,2923.4146,11.12934,34.0,356519.1397372203,374.9487507871159,950.84766,11.471181,34.0,441297.8631092864,177.45619460990994,2486.7988,10.65009,1.1975485,1.0,0.8210907,0.34184074,0.47924995,-60.44126933806466,0.941314801738439,6.0,5750.0,4.5,0.0,b'NOT_AVAILABLE',74.22763101123299,11.945154283999827,306.30777192704596,62.759413124894785,100002.0,5622.4336,5511.115,5757.25,0.7735,0.6082,1.0847,0.399,0.3073,0.5401,200111.0,1.6706579,1.593331,1.7388303,2.512853,2.4851947,2.5405111,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2101733244046205568',b' ',291.38599,41.990269,304.6446982925,302.901009987679,306.408216743554,1121.85166625411,1.0,1.0,b'2MASS J19253263+4159249',11.197,5788.0,78.0,-78.0,b'SPE72',4.122,0.033,-0.027,b'AST69',0.1,0.15,-0.15,b'SPE72',1.474,0.094,-0.079,1.05,0.126,-0.068,b'DSEP',3.0,3.0,3.0,10.081,9.804,9.768,b'conf',0.06881106461184155,6521045,5909,4.28,24.99,1.99,399.0,0.25734,0.124581,0,0,0,0,0,0,0,0,1,Simbad,291.38599,41.99027,3.6912260946116024,0.0003,0.002,0.002,0.03,0.009999999776482582,0.02741999938711524,0.0,0.0,0.05,11.438064335124064,10.631679856175388,0.8063844789486758,11.103183860200058
9,12,42,-0.08,-0.28,0.32,4.574,-0.054000000000000006,0.043,20.845961442894822,1.0024615148242522,1.002659204674325,4861.0,-128.0,150.0,K00042,8866102,K00042.01,Kepler-410 A b,CONFIRMED,17.83368211,1.15e-05,-1.15e-05,2455014.234,0.000493,-0.000493,0.0048,0.2659,-0.0047,4.5403,0.0166,-0.0166,,,,327.9,2.0,-2.0,0.016638999999999998,0.000152,-4.3e-05,1.6895099999999998,0.01905,-0.19669,2.47,0.04,-0.03,0.1436,,,859.0,,,128.66,9.81,-9.21,30.511,0.344,-0.344,130.82825,185.6,1,,6325.0,75.0,-75.0,4.263999999999999,0.006,-0.006,0.01,0.10099999999999999,-0.10099999999999999,1.361,0.018000000000000002,-0.018000000000000002,1.242,0.045,-0.045,,,,stellar_q1_q16,9.363999999999999,8.417,8.191,8.14,False,6305.6,60.0,-60.0,4.281000000000001,0.1,-0.1,-0.005,0.04,-0.04,13.0,1.0,-1.0,6301.0,67.0,-68.0,4.282,0.08,-0.09300000000000001,-0.004,0.040999999999999995,-0.042,1.31,0.181896783919,-0.122826870024,1.203,0.055487688724600005,-0.044976478296999994,2.81838293126,0.635924260628,-1.18140276113,9.45,0.0883609568011,-0.23595658146499998,7.93,0.82,-0.95,2.3800980929400004,0.278330775732,-0.278330775732,0.142175799758,0.00236803022406,-0.00236803022406,120.122552199,29.0486324366,-29.0486324366,843.66428389,50.8762288358,-50.8762288358,8866102,1.6357214584097997e+18,b'Gaia DR2 2106904148451706752',2.106904148451707e+18,12162767.0,2015.5,283.151044822344,0.018498704247781095,45.140083830730624,0.02165163168644607,6.749535326674511,0.022438243795477843,300.80496,61.51542693221204,0.041897839342973454,61.84550262434671,0.04817507159294438,0.014289967,0.002980367,-0.17732896,-0.05344479,0.23177281,-0.07770971,-0.12857369,-0.034076825,-0.27603695,-0.10758505,222.0,222.0,216.0,6.0,11.884963,560.14453,0.0,0.0,31.0,True,280.10526,1.6412127996456076,0.0062571137576699475,-0.036558054,25.0,16.0,0.03839794,0.0,30.0,False,237.0,3352939.6042239266,1078.4132622105353,3109.1416,9.374802,25.0,1947601.8016089927,4540.278482097208,428.96088,9.627638,26.0,2060700.816227413,7649.890177100965,269.37653,8.976883,1.1954592,0.0,0.6507549,0.25283623,0.3979187,-40.569613294596735,0.7321386643658686,6.0,6000.0,4.0,-0.25,b'NOT_AVAILABLE',74.81394841287998,18.66425407215085,294.74268545061824,67.4530559557035,100001.0,6374.6665,6285.0,6497.0,0.2463,0.1707,0.346,0.12,0.0766,0.1501,200111.0,1.3840624,1.3324314,1.4238362,2.8499413,2.8330503,2.8668323,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2106904148451706752',b' ',283.1507,45.139832,147.527446304768,147.037030451156,148.021085965659,846.743274609846,1.0,1.0,b'2MASS J18523616+4508233',9.364,6407.0,76.0,-83.0,b'SPE72',4.268,0.03,-0.03,b'AST69',0.0,0.15,-0.15,b'SPE72',1.337,0.067,-0.074,1.208,0.068,-0.093,b'DSEP',1.0,1.0,1.0,8.417,8.191,8.14,b'conf',0.09363096645396998,8866102,6170,4.1,20.85,0.09,1113.0,1.0229540000000001,0.524315,0,0,0,0,0,0,0,0,0,Simbad,283.1507,45.139829999999996,3.5211710095212787,0.0003,0.002,0.002,0.03,0.0,0.0,0.0,0.0,0.05,9.62763786315918,8.976882934570312,0.6507549285888672,9.374801635742188
10,14,49,0.1,-0.28,0.18,4.495,-0.297,0.038,8.739630766285224,1.001935554918206,1.0018462203006997,5858.0,-193.0,165.0,K00049,9527334,K00049.01,Kepler-461 b,CONFIRMED,8.313783059,7.661e-06,-7.661e-06,2455008.992,0.000754,-0.000754,0.05,0.2875,-0.05,2.9927,0.0245,-0.0245,,,,810.3,8.6,-8.6,0.025914999999999997,0.000346,-0.00029,2.81785,0.10228,-0.47989,2.69,0.45,-0.11,0.0821,,,886.0,,,145.51,67.36,-22.95,21.755,0.79,-0.79,93.3027,118.6,1,,5900.0,106.0,-125.0,4.5089999999999995,0.019,-0.136,0.07,0.11,-0.13,0.951,0.159,-0.04,1.065,0.047,-0.071,,,,stellar_q1_q16,13.704,12.253,11.969000000000001,11.917,False,5779.4,60.0,-60.0,4.338,0.1,-0.1,-0.064,0.04,-0.04,7.7,1.0,-1.0,5782.0,65.0,-66.0,4.362,0.071,-0.092,-0.055999999999999994,0.046,-0.045,1.0759999999999998,0.136704463716,-0.08768187041799999,0.978,0.0392249104524,-0.035813315959300006,7.079457843839999,1.44295749101,-2.05308958182,9.85,0.0805626954637,-0.148745695548,1.79,0.16,-0.2,3.04544079297,0.31985659246599996,-0.31985659246599996,0.0797164617987,0.0013295211031300002,-0.0013295211031300002,182.22088241400002,39.637535551,-39.637535551,936.295772463,50.5922419412,-50.5922419412,9527334,1.6357214584097997e+18,b'Gaia DR2 2126801563705846528',2.1268015637058465e+18,549596534.0,2015.5,292.2490563093656,0.01199834645036474,46.164790879726425,0.014782092689179654,1.415925737994941,0.013663698889854732,103.62682,4.3558408720337605,0.025207507424695585,-10.427077798898345,0.02769337042623216,0.14627351,0.09982433,-0.26253587,-0.10821952,0.12953965,-0.13134882,-0.49387544,-0.25945985,-0.032943174,0.12003446,220.0,0.0,219.0,1.0,-2.7193727,161.97285,0.0,0.0,31.0,False,111.64391,1.6031508457416133,0.003710874485328445,-0.012034207,25.0,16.0,0.040861495,0.0,27.0,False,236.0,87490.1683934607,34.78075639877962,2515.4763,13.3334675,27.0,46886.201694313175,58.496557682647044,801.5207,13.673776,24.0,58867.7298644898,47.36604899349249,1242.8254,12.837227,1.2087522,0.0,0.8365488,0.3403082,0.49624062,,,0.0,,,,b'NOT_AVAILABLE',78.35618194604803,13.200211954468923,311.0445728644388,66.46197373318952,100001.0,5799.0,5764.0,5837.0,0.3497,0.1767,0.5806,0.1823,0.0882,0.3035,200111.0,1.2997408,1.2828728,1.3155732,1.7211577,1.6697263,1.7725891,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126801563705846528',b' ',292.24902,46.164822,692.157520097336,685.623363788404,698.815148223039,987.843655288509,1.0,1.0,b'2MASS J19285977+4609535',13.704,5900.0,105.0,-117.0,b'SPE18',4.509,0.021,-0.119,b'SPE18',0.07,0.15,-0.15,b'SPE18',0.951,0.152,-0.045,1.065,0.059,-0.074,b'DSEP',1.0,1.0,1.0,12.253,11.969,11.917,b'conf',0.0546674516956388,9527334,6000,4.5,8.59,0.03,15673.0,1.232175,0.684449,0,0,0,0,0,0,0,0,0,Simbad,292.24902000000003,46.16482,4.088669864608617,0.002,0.01,0.002,0.03,0.04412296414375305,0.12098516768217087,0.007687515690922728,0.0076875156909227416,0.007687515690922735,13.527426457152794,12.755984988664057,0.771441468488737,13.217839864572456
12,18,70,-0.02,-0.26,0.3,4.46,-0.325,0.097,27.91622961398848,1.0048124511745709,1.0050274537765986,5257.0,-146.0,184.0,K00070,6850504,K00070.01,Kepler-20 c,CONFIRMED,10.854097835,4.4e-06,-4.4e-06,2454971.608,0.000332,-0.000332,0.4384,0.0097,-0.4058,3.7747,0.0206,-0.0206,,,,1051.0,4.1,-4.1,0.029956,0.0018210000000000001,-0.000609,1.3803299999999998,0.37992,-0.7730600000000001,3.03,0.53,-0.24,0.0919,,,765.0,,,80.88,40.3,-16.96,20.49,5.6,-5.6,195.4274,279.8,5,,5465.0,110.0,-96.0,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.8759999999999999,0.062,-0.040999999999999995,,,,stellar_q1_q16,12.498,11.252,10.91,10.870999999999999,False,5507.7,60.0,-60.0,4.468999999999999,0.1,-0.1,0.10800000000000001,0.04,-0.04,0.0,1.0,-1.0,5507.0,64.0,-65.0,4.452,0.065,-0.08199999999999999,0.10300000000000001,0.042,-0.042,0.9490000000000001,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.413102413010002,3.87858417705,-4.09236311248,9.87,0.18275881544599998,-0.348765217984,3.37,0.24,-0.29,3.1009892428500003,0.277415783781,-0.277415783781,0.0938137046701,0.0015641400562099999,-0.0015641400562099999,84.4419050191,14.365128586400001,-14.365128586400001,772.508081932,32.8589216181,-32.8589216181,6850504,1.6357214584097997e+18,b'Gaia DR2 2102548708017562112',2.102548708017562e+18,1352721759.0,2015.5,287.69799134523305,0.017870027803238545,42.338578190553555,0.021840164279730463,3.510258743101268,0.02193352279807526,160.0408,-3.9763361587982993,0.039196301798339134,-26.959463370729438,0.0429560874811732,-0.15363422,-0.07380336,-0.15731761,-0.030506946,0.30425295,-0.06867714,-0.1998607,-0.09286209,-0.08185034,-0.13265918,226.0,226.0,226.0,0.0,2.7373664,282.90314,0.0,0.0,31.0,True,282.14587,1.5902056210444107,0.005559224009927039,-0.09445001,26.0,17.0,0.035012044,0.0,27.0,False,228.0,196765.60004928743,25.750017034972494,7641.3774,12.453493,24.0,99717.07656765594,98.91531631005591,1008.1055,12.854465,23.0,138055.32839937304,91.83839751134647,1503.242,11.911787,1.2084043,0.0,0.9426775,0.4009714,0.5417061,-21.31068641823849,1.3897271644983589,6.0,5250.0,4.5,-0.25,b'NOT_AVAILABLE',73.37691593636023,14.573451005474608,300.71836948078794,63.90238712366009,100001.0,5464.733,5381.0,5565.0,0.0733,0.0215,0.22,0.0387,0.0079,0.109,200111.0,0.89752233,0.8654716,0.9256721,0.64723355,0.63997114,0.65449595,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2102548708017562112',b' ',287.698,42.338718,282.563225839474,280.809582261913,284.338514813385,871.535505823024,1.0,1.0,b'2MASS J19104752+4220194',12.498,5465.0,109.0,-109.0,b'SPE32',4.449,0.085,-0.085,b'SPE32',0.02,0.15,-0.15,b'SPE32',0.925,0.101,-0.083,0.876,0.06,-0.044,b'DSEP',6.0,5.0,5.0,11.252,10.91,10.871,b'conf',0.0937583533348662,6850504,5468,4.4,27.72,0.29,1314.0,0.274741,0.188567,0,0,0,0,0,0,0,0,1,Simbad,287.698,42.33872,5.180188766939407,0.0003,0.002,0.002,0.03,0.014999999664723873,0.04112999908067286,0.00932279979161918,0.00932279979161918,0.00932279979161918,12.805367045838059,11.884311525773825,0.9210555200642343,12.415098184522007
14,20,75,0.31,-0.109,0.109,3.9,-0.035,0.035,25.28380831964675,1.035184300142701,1.0399778657425298,5854.0,-92.0,92.0,K00075,7199397,K00075.01,,CANDIDATE,105.8823928,0.0002515,-0.0002515,2454989.976,0.00176,-0.00176,0.7481,0.0283,-0.0387,18.069000000000003,0.14400000000000002,-0.14400000000000002,,,,1472.6,10.4,-10.4,0.038068,0.000346,-0.0006889999999999999,0.05649,0.00842,-0.01072,10.5,0.25,-0.24,0.4817,,,596.0,,,29.76,3.03,-2.79,32.23,4.8,-4.8,193.75096000000002,305.1,1,,5896.0,75.0,-75.0,3.7560000000000002,0.009000000000000001,-0.009000000000000001,-0.17,0.10099999999999999,-0.10099999999999999,2.5269999999999997,0.059000000000000004,-0.059000000000000004,1.33,0.069,-0.069,,,,stellar_q1_q16,10.775,9.692,9.443,9.387,False,5940.2,60.0,-60.0,3.864,0.1,-0.1,-0.043,0.04,-0.04,5.0,1.0,-1.0,5922.0,61.0,-63.0,3.9,0.1,-0.11,-0.035,0.022000000000000002,-0.049,2.03,0.32,-0.25,1.172,0.078577564228,-0.0421240263982,4.9888448746,0.827755302231,-0.902781472032,9.698,0.0666692121628,-0.0866948987972,3.01,0.43,-0.41,8.43892871992,1.1993900500599999,-1.1993900500599999,0.461981900673,0.00793892412166,-0.00793892412166,21.5788585852,6.257106501619999,-6.257106501619999,549.250729646,39.9151808989,-39.9151808989,7199397,1.6357214584097997e+18,b'Gaia DR2 2125795166969907968',2.125795166969908e+18,449020902.0,2015.5,291.49721516140386,0.018494219669532554,42.72857290522392,0.021901937751528492,2.3303442320251877,0.022502560557151684,103.55907,1.2436132137293558,0.03961718346774872,24.483745262173954,0.04442129765122808,-0.100649714,-0.06897834,-0.029226618,-0.031193262,0.21300983,-0.078601055,-0.28579852,-0.17069575,0.035230722,-0.040808465,226.0,226.0,221.0,5.0,6.0655994,367.23895,0.0,0.0,31.0,True,301.7688,1.6236117504261023,0.005881502854142628,0.053416677,26.0,17.0,0.035253428,0.0,31.0,False,243.0,955969.4801415649,217.6071486129904,4393.0977,10.737256,27.0,517358.5283921915,387.27199107342386,1335.9048,11.066909,27.0,627004.2985177652,503.4391210223293,1245.4421,10.2687435,1.1970705,0.0,0.7981653,0.3296528,0.46851254,-10.548671493850012,0.45294645038211107,5.0,5750.0,4.5,-0.5,b'NOT_AVAILABLE',74.94378344763726,12.193289923599199,307.0040559659454,63.43229435554656,100001.0,5838.0,5788.0,6141.375,0.6762,0.3422,1.5126,0.3267,0.1539,0.6461,200111.0,2.5728786,2.324964,2.6175225,6.9277096,6.8087416,7.0466776,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2125795166969907968',b' ',291.49722,42.728481,423.908763136624,419.872631992636,428.021831239085,1092.98996175593,1.0,1.0,b'2MASS J19255933+4243425',10.775,5903.0,79.0,-79.0,b'SPE72',3.757,0.078,-0.052,b'AST8',-0.14,0.15,-0.15,b'SPE72',2.499,0.233,-0.311,1.301,0.091,-0.122,b'DSEP',0.0,1.0,2.0,9.692,9.443,9.387,b'cand',0.05826102654274865,7199397,5925,3.8,26.41,2.7,333.0,0.156168,0.043738,0,0,0,0,0,0,0,0,1,Simbad,291.49722,42.72848,2.57435644285105,0.0003,0.002,0.002,0.03,0.040454478934407234,0.11092618123814464,0.05508939731374381,0.055089397313743835,0.05508939731374382,10.932251171539578,10.194146513062924,0.7381046584766544,10.630545819225423
